Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total
Indian Institute of Technology Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,1,0,0,2,0,1,0,3,0,11
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,17,0,4,0,6,1,3,0,11,1,43
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,2,0,1,0,1,0,3,0,11
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,16,1,4,1,6,0,3,1,10,1,43
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,2,0,1,0,1,0,2,1,11
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,6,0,1,0,3,1,1,0,3,1,16
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,1,0,0,0,0,0,1,0,4
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,6,1,2,0,2,0,1,0,4,0,16
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,4
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,4,0,3,0,9,0,32
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,0,0,2,0,0,0,3,0,8
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,0,2,1,5,0,2,0,9,0,32
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,1,1,8
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,4,0,4,1,3,0,9,0,34
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,0,1,2,0,9
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,0,3,0,4,0,2,0,6,0,23
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,0,0,0,0,0,0,2,0,6
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,3,0,5,0,2,0,9,1,36
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,1,1,0,2,0,1,0,2,0,9
Indian Institute  of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,9,0,32
Indian Institute  of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,1,1,0,1,0,1,0,2,0,8
Indian Institute  of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,0,3,0,4,1,2,0,8,0,32
Indian Institute  of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,1,1,0,1,0,1,0,2,0,8
Indian Institute  of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32
Indian Institute  of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,8
Indian Institute  of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,2,1,5,0,2,0,9,0,32
Indian Institute  of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,8
Indian Institute  of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32
Indian Institute  of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,8
Indian Institute  of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,0,4,0,3,0,3,0,8,1,31
Indian Institute  of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,0,0,2,0,0,0,2,0,8
Indian Institute  of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,0,3,0,4,0,3,0,7,1,30
Indian Institute  of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,0,0,2,0,0,0,3,0,9
Indian Institute  of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,16,0,5,0,7,0,2,1,11,0,42
Indian Institute  of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,1,1,0,1,0,1,0,3,0,11
Indian Institute  of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,3,1,8,0,3,0,12,1,47
Indian Institute  of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,1,2,0,1,0,1,0,3,0,13
Indian Institute  of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,16,1,4,0,6,1,3,0,11,1,43
Indian Institute  of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,1,1,0,1,0,1,0,2,0,10
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,8
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,8
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,0,3,0,5,0,3,0,8,0,32
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,0,1,1,0,0,0,2,1,8
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,4,1,3,0,8,0,32
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,0,0,3,0,8
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,4,0,3,0,8,1,32
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,0,0,2,0,0,0,2,0,8
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,0,3,1,5,0,2,0,8,0,32
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,0,1,2,0,8
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,0,3,0,4,1,2,0,9,0,32
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,1,1,0,1,0,1,0,2,0,8
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,4,1,1,0,2,0,1,0,3,0,12
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,3
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,20,1,5,0,7,1,4,0,13,1,52
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,1,0,2,0,1,0,4,0,13
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,4,1,7,0,4,0,12,1,48
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,12
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,4,1,1,0,2,0,1,0,3,0,12
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,3
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,9,1,2,0,4,0,2,0,5,1,24
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,6
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,1,5,0,2,1,11,0,40
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,10
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,5,0,1,0,2,0,1,0,3,0,12
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,3
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Gender-Neutral,19,0,4,1,7,1,4,0,11,1,48
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,12
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",PUNJAB,Gender-Neutral,9,1,2,0,3,0,2,0,6,0,23
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",PUNJAB,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,6
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Other thanPUNJAB,Gender-Neutral,10,0,2,0,3,0,2,0,5,1,23
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Other thanPUNJAB,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,6
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",PUNJAB,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",PUNJAB,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,8
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Other thanPUNJAB,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Other thanPUNJAB,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,8
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",PUNJAB,Gender-Neutral,15,0,4,0,5,1,1,0,10,0,36
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",PUNJAB,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,9
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Other thanPUNJAB,Gender-Neutral,14,1,4,0,5,0,2,0,10,0,36
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Other thanPUNJAB,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,9
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",PUNJAB,Gender-Neutral,4,1,1,0,2,0,1,0,3,0,12
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",PUNJAB,Female-only (including Supernumerary),1,0,1,0,0,0,0,0,1,0,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",Other thanPUNJAB,Gender-Neutral,4,1,1,0,2,0,1,0,2,1,12
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",Other thanPUNJAB,Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",PUNJAB,Gender-Neutral,24,1,6,0,9,1,4,1,16,1,63
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",PUNJAB,Female-only (including Supernumerary),7,0,2,0,2,0,1,0,4,0,16
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other thanPUNJAB,Gender-Neutral,24,1,5,1,10,0,5,0,16,1,63
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other thanPUNJAB,Female-only (including Supernumerary),7,0,2,0,2,0,1,0,4,0,16
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",PUNJAB,Gender-Neutral,10,0,2,0,4,0,2,0,6,0,24
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",PUNJAB,Female-only (including Supernumerary),2,0,1,0,1,0,1,0,2,0,7
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Other thanPUNJAB,Gender-Neutral,10,0,2,0,3,1,2,0,6,0,24
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Other thanPUNJAB,Female-only (including Supernumerary),3,0,1,0,0,0,0,0,2,0,6
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",PUNJAB,Gender-Neutral,13,1,3,0,4,1,3,0,10,0,35
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",PUNJAB,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,9
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanPUNJAB,Gender-Neutral,13,1,3,0,5,0,3,0,8,1,34
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanPUNJAB,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,9
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",PUNJAB,Gender-Neutral,18,1,4,1,7,0,4,0,11,1,47
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",PUNJAB,Female-only (including Supernumerary),6,0,1,0,2,0,1,0,4,0,14
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanPUNJAB,Gender-Neutral,17,1,4,0,6,1,3,1,12,1,46
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanPUNJAB,Female-only (including Supernumerary),6,0,1,0,2,0,1,0,4,0,14
